feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
-1.2299416446440798,0.6462028141982467,0.18628388158452397,-0.4040521275355409,-0.9420433524496803,-2.2440283771652116,-2.3618749852051883,-0.06522357531763458,1.1653250621591253,-1.2178729093265606,1.9079222172533534,-1.9764773670318194,2.2214805923895993,0.322767830808452,0.3723846882150218,-2.144794963832978,1.029444645098798,0.9493556128094869,-2.1769408122879694,-1.183150803325609,0.0
0.4746829387416664,-1.6717392824258446,1.2863381421875915,-0.872733061259974,-1.07716062284916,0.9629447500324885,1.4281863644297743,1.1045411209806983,0.33111125860684654,0.3580399434672906,-0.9656288030452455,1.7073475357566932,-1.2470235883356897,1.3297593427258185,-0.7131407878392177,0.95389263262106,-1.7689757008629767,-1.0016721220041336,1.8683012409808124,-0.9015114649255224,1.0
-1.2006197502120401,-1.262336344535926,2.384710325108158,-0.6488610937660534,-2.937804546408769,-1.203959544950707,1.967745155930917,-1.0306380206884331,-0.325229177180403,1.9014319814750853,-1.6953314543767386,2.0401598352354298,-2.6554935453196484,0.4012891508184783,-2.217024407542333,-0.027020778672726047,-1.6601372204204627,-1.8471050909391762,1.4266105111743994,-1.3922749078356047,1.0
2.4767190525276757,0.016402991963706915,-2.024354756438258,-0.33169251581996106,0.9902366392519263,-0.19182572030558145,0.4163459458307646,-0.72909958686946,-1.018909375484611,-0.974323937461773,-1.4574270717115676,-0.405699338773868,-0.6181477486317555,1.1263139399636484,1.0902601350582475,1.0055265885885643,-0.9605890324128539,0.37481301235477094,-0.6701301233375926,0.43843028062730943,0.0
1.3034551633275995,-0.7396600886747724,-0.8131474994454561,-0.25860371732606313,2.882789914277734,-1.6950969240563984,1.727448142150894,3.940940258892381,-1.6799156250049487,1.7958048329612304,-0.3215210763610175,1.6886661057085752,2.929854361707481,-0.7265517047795469,0.5816167848732839,1.15558569869717,-2.4981125369348396,-1.7783309508887748,2.445477606309821,0.812306105202321,0.0
1.0219492498009033,0.32895264388877704,0.5654166462872777,-0.15462236310571204,0.12332908352415327,-1.6626556109318054,-0.2791801617862318,0.20212538874137023,-1.1029089051847916,-0.5410579812262222,-1.6002356987344775,-0.610661170917259,2.5532034221253896,-1.2992713803767477,0.3687753151376487,-0.1966982320804696,-1.8039209945536832,1.2688001336135386,0.11116065296410886,-0.07713814584035251,0.0
0.43212042902293585,0.32812878120301003,0.9302534342789436,-0.3789749648863466,0.19086342365405684,0.8704982382749782,-0.8179682317491602,-0.45182551939914506,-0.37811461783909217,-0.16232788026208933,0.6669817187670465,-1.2245851297990713,0.7740611057470198,-1.8078432979041832,0.9744208939790197,-0.558555126298044,-1.4031048278739946,0.9276554011656133,0.5309151718757442,0.34038671249964175,1.0
-1.9928994932477733,0.22944738449120447,0.977111661462305,-0.27981610731370377,-2.377226914888126,0.9845050004499226,1.8749014940619786,-1.9501218906989617,-0.4024136691581456,2.2550834888927764,0.5756125924420125,0.10872915576952472,-1.3401876566592281,-1.6651760501235153,-1.986370177938721,-0.015698400478066598,1.022959505960069,-0.3802652890684551,-1.13828744664119,0.70675441711527,1.0
-0.6325502780127057,1.451821803478806,-3.3302242963888986,0.03936102853548875,1.953633604228256,-2.3310656056695707,-0.14687311516233337,0.5806293619735364,0.49067767272030716,0.8798922515052422,0.6948778792525564,-1.2662695884821427,0.9213728107538897,-1.803474473361465,-0.021421956501266267,-1.5553861119748151,1.5689273017140462,0.2513613331167558,-0.9801265460148936,-1.5350845539419389,0.0
-2.10774757362918,-0.003684473825465333,0.9449468175074373,-0.8393677904546232,-0.0994345395415911,1.2509860004408948,-0.5566437349659384,0.3222864005829092,-1.1131383503849825,2.6997266447127872,0.2295766562228455,1.6750697079562655,0.6499450663840556,-1.564997834956459,-1.2032481262963248,1.173765591374895,-0.17218234649265074,-0.07799009613508233,-0.22226920424776594,3.1568826784622006,1.0
