Feature1,Feature2,Feature3,Feature4,Target,CategoricalFeature
0.15559222992174138,-0.21344715171184725,-0.718444221252436,0.1409622153672878,1,Category2
2.5488172908280466,0.40171172209894146,-0.1087601484568576,2.502258215057547,1,Category2
0.7390276561798004,0.7916626939629359,1.1581108735000678,0.8218071912769827,1,Category3
0.7691690876627748,-1.4358621511794394,1.4412732890661155,-1.0609666962147806,0,Category1
1.4311743779192962,0.852433334796224,-0.661786464768388,-0.7080828415264937,0,Category2
-0.2259524646553126,0.18334200573835174,0.8723206367206782,-0.14928516917504275,1,Category2
3.0840211609362114,0.15039378647620763,-0.759132661553698,2.833248518348763,1,Category3
0.533584649268545,-1.867265192591748,2.3146585666735087,-1.5216591830227388,0,Category2
1.0330743640876443,-0.05952535606180008,-0.926930471578083,-0.8554599250772782,0,Category2
1.8552623719076637,-0.5993926454440222,-0.8397218421807761,1.7784669170105696,1,Category3
1.0982115092024047,0.02100384163275905,1.305478807154329,1.104698103117662,1,Category1
-0.8585224088380417,-0.1599385299634271,0.8576596232020194,-0.734735143472977,1,Category2
2.209382572063319,-0.525755021680761,-2.123895724309807,2.075148808264167,1,Category3
0.37705866262480037,1.0324652605511468,2.1221561970126332,-1.478576231635643,0,Category2
0.012580514469754167,2.0923872756854602,-0.8182206832334725,0.12054433974526912,1,Category2
1.0403135867145807,-0.7730097838554665,0.09767609854883172,1.1143494112779417,1,Category1
0.7345581191162992,-0.5769036556624031,0.9504238381860503,0.6916194550416019,1,Category2
0.5788588355399226,0.046980593764742055,0.005243699718183166,0.5659941466438757,1,Category3
1.0459868701469073,,0.22409248181041677,0.9747766453783846,1,Category1
0.5114271340006524,-0.6002168771587947,0.19905969557347003,-1.2898142486487603,0,Category1
1.4308568868288238,1.3538723741654128,-1.7131345290908775,1.352451819103271,1,Category1
0.8771763879979559,0.6339190223180112,2.1439440893253257,-1.1546994471698686,0,Category3
1.4453715222489083,-0.5601810401969696,-0.8289950109220723,-0.7432293556097886,0,Category2
0.09145925169210489,0.6228499323474987,-0.45006547147924364,0.19690951820899905,1,Category3
0.7337516710293837,0.21645858958197486,-0.7303666317171367,-1.2456751424824168,0,Category2
1.45151031152469,0.4919191715065057,-0.898414671348358,1.3859182227177431,1,Category1
0.7314302038801814,-1.2477831819648495,-0.2525681513931603,-1.143617224685064,0,Category2
0.6335616731099493,3.852731490654721,0.5150476863060479,-1.1727886690275668,0,Category3
1.012151411551496,0.6103702654334648,0.7472936051232618,-0.9566804399048164,0,Category3
0.38085939978557004,-0.3345012358409484,-1.2002964070557762,-1.5786686084494566,0,Category2
0.6394408651942408,0.30729952087660933,0.8995998754332507,-1.233954774355437,0,Category2
0.4872790713265166,0.2320499373576363,-0.4710383056183228,0.5997088157524395,1,Category1
1.8073481021552653,1.475356216949552,0.3109075655980046,1.734766351559859,1,Category2
1.2349948980838152,0.8496020970210246,-0.5893647569442115,-0.7316876268515973,0,Category2
1.0045914249460755,-0.23681860674000887,-0.7728252145375718,-1.0517228572458017,0,Category3
0.5913734497539251,1.5327389130025777,0.5193465142411723,0.6568932153654043,1,Category1
